trial_id,title,intervention_name,intervention_type,phase,status,summary,sponsor,outcome
NCT02826434,A Phase 1b Study of Safety and Immune Response to PVX-410 Vaccine Alone and in Combination with Durvalumab in Human Leukocyte Antigen (HLA)-A2+ Subjects Following Standard Treatment of Stage II or III Triple Negative Breast Cancer,PVX-410; Durvalumab; Hiltonol,BIOLOGICAL; BIOLOGICAL; DRUG,,ACTIVE_NOT_RECRUITING,"The purpose of this research study is to evaluate Immunotherapy with a peptide vaccine and Programmed Death Ligand 1 (PD-L1) inhibitor as a possible adjuvant treatment for Stage II or III Triple Negative Breast Cancer. This research study is studying the safety, tolerability, and immune response of these treatments.

The names of the study interventions involved in this study are:

* PVX-410 Vaccine
* Durvalumab (MEDI4736)",Massachusetts General Hospital,1.0
NCT03092934,A Phase I/II Open-Label Multicenter Study to Evaluate the Safety and Efficacy of AK-01 as Monotherapy in Patients With Locally Advanced or Metastatic Solid Tumors,LY3295668,DRUG,,COMPLETED,"This two-part study consists of a phase 1 dose escalation study in participants with locally advanced or metastatic solid tumors, and a phase 2 portion in up to 3 groups with either small cell lung cancer, breast cancer and/or one other solid tumor type.",Eli Lilly and Company,1.0
NCT00540358,"A Phase 2, Multi-center, Open-Label, Randomized Trial of Gemcitabine/ Carboplatin, With or Without BSI-201, in Patients With ER, PR and HER2-negative Metastatic Breast Cancer",gemcitabine/carboplatin; iniparib,DRUG; DRUG,,COMPLETED,"The purpose of this clinical trial was to determine whether combining iniparib (BSI-201) with standard chemotherapy in estrogen receptor (ER)-negative, progesterone receptor (PR)-negative, and human epidermal growth factor receptor 2 (HER2) negative metastatic breast cancer patients improve clinical benefit compared to treatment with standard chemotherapy alone.

Based on data generated by BiPar/Sanofi, it was concluded that iniparib does not possess characteristics typical of the poly (ADP-ribose) polymerase (PARP) inhibitor class. The exact mechanism has not yet been fully elucidated, however based on experiments on tumor cells performed in the laboratory, iniparib is a novel investigational anti-cancer agent that induces gamma-H2AX (a marker of DNA damage) in tumor cell lines, induces cell cycle arrest in the G2/M phase in tumor cell lines, and potentiates the cell cycle effects of DNA damaging modalities in tumor cell lines. Investigations into potential targets of iniparib and its metabolites are ongoing.",Sanofi,1.0
NCT02926196,"Adjuvant Treatment for High-risk Triple Negative Breast Cancer Patients With the Anti-PD-l1 Antibody Avelumab: A Phase III Randomized Trial. Sponsor: Dipartimento di Scienze Chirurgiche, Oncologiche e Gastroenterologiche, Università di Padova",MSB0010718C,DRUG,,ACTIVE_NOT_RECRUITING,"Phase III randomized trial of the anti-PD-L1 antibody avelumab as adjuvant or post-neoadjuvant treatment for high-risk triple negative breast cancer patients. The overall protocol-defined patient population will include the following two strata of patients:

* Stratum A - Patients who have completed treatment with curative intent including surgery of the primary tumor followed by adjuvant chemotherapy .
* Stratum B - Patients who have completed treatment with curative intent including neoadjuvant chemotherapy followed by surgery of the primary tumor and (if indicated) further adjuvant chemotherapy.",Istituto Oncologico Veneto IRCCS,1.0
NCT03184558,"A Phase II, Multi Centre Study of BGB324 in Combination With Pembrolizumab in Patients With Previously Treated, Locally Advanced and Unresectable or Metastatic Triple Negative Breast Cancer (TNBC) or Triple Negative Inflammatory Breast Cancer (TN-IBC)",Bemcentinib; pembrolizumab,DRUG,,TERMINATED,"This is an open label, single arm, multi-centre phase II study to assess the anti-tumour activity and safety of bemcentinib (BGB324) in combination with pembrolizumab in participants with previously treated, locally advanced and unresectable, or metastatic TNBC or TN-IBC. The primary objective is objective response rate.",BerGenBio ASA,0.0
NCT02375958,"A Phase 1 Multi-center, Open-label Dose Escalation and Expansion Study of PCA062 Administered Intravenously in Adult Patients With p-CAD Positive Tumors",PCA062,DRUG,,COMPLETED,A first-in-human sttudy using PCA062 in patients with p-CAD positive solid tumors.,Novartis Pharmaceuticals,1.0
NCT02299635,PHASE 2 STUDY OF SINGLE-AGENT PF-03084014 IN PATIENTS WITH ADVANCED TRIPLE-NEGATIVE BREAST CANCER WITH OR WITHOUT GENOMIC ALTERATIONS IN NOTCH RECEPTORS,PF-03084014; PF-03084014; PF-03084014,DRUG; DRUG; DRUG,,TERMINATED,"This study is designed to evaluate the preliminary anti-tumor activity and tolerability of PF-03084014 when administered as a single agent in the treatment of patients with advanced triple receptor-negative breast cancer (mTNBC) harboring genomic alterations in Notch receptors (NA+), and in a smaller subset of mTNBC patients whose tumor tests negative for genomic alterations in Notch receptors (NA-)",Pfizer,0.0
NCT00516724,"A Phase I, Open-Label Study to Assess the Safety and Tolerability of KU-0059436 in Combination With Carboplatin, KU-0059436 in Combination With a Paclitaxel/Carboplatin T/C Doublet and KU-0059436 in Combination With Paclitaxel in the Treatment of Patients With Advanced Solid Tumours",KU-0059436 (AZD2281)(PARP inhibitor); Carboplatin; KU-0059436 (AZD2281)(PARP inhibitor); Paclitaxel; KU-0059436 (AZD2281)(PARP inhibitor); Paclitaxel + Carboplatin,DRUG; DRUG; DRUG; DRUG; DRUG; DRUG,,COMPLETED,The purpose of this study is to identify a safe and tolerable dose of the drug KU-0059436 that can be given in combination with carboplatin and/or Paclitaxel chemotherapy.,AstraZeneca,1.0
NCT03267316,"An Open Label, Dose Escalation Followed by Dose Expansion, Safety and Tolerability Trial of CAN04, a Fully Humanized Monoclonal Antibody Against IL1RAP, in Subjects With Solid Malignant Tumors",CAN04; Cisplatin; Gemcitabine; Nab-paclitaxel; Carboplatin; Pemetrexed,BIOLOGICAL; DRUG; DRUG; DRUG; DRUG; DRUG,,COMPLETED,"This study will evaluate the safety, tolerability, and preliminary antitumor activity of CAN04 both as a monotherapy and in combination with standard of care treatment in subjects with solid cancer tumors.

Following completion of the first part, the dose escalation cohorts, and determination of maximum tolerated dose or recommended phase 2 dose (MTD/RP2D), safety and tolerability will be further evaluated in an expanded cohort of subjects with pancreatic or lung cancer, as monotherapy or in combination with the standard of care treatment and to identify the RP2D of CAN04 in combination with standard of care. In addition, early signs of efficacy during treatment with CAN04 will be investigated.",Cantargia AB,1.0
NCT03667716,A Phase 1a/1b Study of COM701 as Monotherapy and In Combination With an Anti-PD-1 Antibody in Subjects With Advanced Solid Tumors.,COM701; COM701 with Opdivo (Nivolumab).,DRUG; DRUG,,COMPLETED,"This is a Phase 1 open label sequential dose escalation and cohort expansion study evaluating the safety, tolerability and preliminary clinical activity of COM701 as monotherapy and in combination with nivolumab.",Compugen Ltd,1.0
NCT01147016,"A Phase II Study of Anti-CD3 x Anti-HER2/Neu (Her2Bi) Armed Activated T Cells (ATC) After Neoadjuvant Chemotherapy in Women With HER2/Neu (0-2+), Hormone Receptor (HR) Negative Stage II-III Breast Cancers",HER2Bi-armed activated T cells; cyclophosphamide; doxorubicin hydrochloride; paclitaxel; laboratory biomarker analysis; neoadjuvant therapy; therapeutic conventional surgery,BIOLOGICAL; DRUG; DRUG; DRUG; OTHER; PROCEDURE; PROCEDURE,,TERMINATED,"RATIONALE: Neoadjuvant chemotherapy for women with stage II-III Her negative breast cancer followed by Her2Bi armed activated T cells (ATCs) may significantly improve the pathologic complete response (pCR) rate at the time of surgery. Arming ex vivo expanded T cells in the laboratory may help the T cells kill more tumor cells when they are put back in the body. Giving combination neoadjuvant chemotherapy followed by laboratory-treated T cells before surgery may make the tumor smaller and reduce the amount of normal tissue that needs to be removed.

PURPOSE: This phase II clinical trial is studying how well giving laboratory-treated T cells after neoadjuvant chemotherapy works in treating women with stage II or stage III breast cancer undergoing surgery.",Barbara Ann Karmanos Cancer Institute,0.0
NCT05620134,"A Phase 1/2, Multicenter, Open Label, Dose Escalation & Dose Expansion Study of JK08, an IL-15 Antibody Fusion Protein Targeting CTLA-4, Monotherapy or in Combination in Patients with Unresectable Locally Advanced or Metastatic Cancer",JK08; Pembrolizumab; Lenvatinib Pill,DRUG; DRUG; DRUG,,ACTIVE_NOT_RECRUITING,"This is a Phase 1/2, open-label, multi-center, first-in-human, dose escalation and cohort expansion study evaluating multiple doses and schedules of subcutaneously administered JK08 in patients with unresectable locally, advanced or metastatic cancer.",Salubris Biotherapeutics Inc,1.0
NCT02978716,"Phase 2 Study of the Safety, Efficacy, and Pharmacokinetics of G1T28 in Patients With Metastatic Triple Negative Breast Cancer Receiving Gemcitabine and Carboplatin Chemotherapy",Trilaciclib; Gemcitabine; Carboplatin,DRUG; DRUG; DRUG,,TERMINATED,"This was a study to investigate the potential clinical benefit of trilaciclib (G1T28) in preserving the bone marrow and the immune system, and enhancing chemotherapy antitumor efficacy when administered prior to carboplatin and gemcitabine (GC therapy) for participants with metastatic triple negative breast cancer.

The study was an open-label and 102 participants were randomly assigned (1:1:1 fashion) to 1 of the 3 following treatment groups:

* Group 1: GC therapy (Days 1 and 8 of 21-day cycles) only (n=34)
* Group 2: GC therapy (Days 1 and 8) plus trilaciclib (G1T28) on Days 1 and 8 of 21-day cycles (n=33)
* Group 3: GC therapy (Days 2 and 9) plus trilaciclib (G1T28) on Days 1, 2, 8, and 9 of 21-day cycles (n=35)

The study included 3 study phases: Screening Phase, Treatment Phase, and Survival Follow-up Phase. The Treatment Phase begins on the day of first dose with study treatment and completes at the Post-Treatment Visit.","G1 Therapeutics, Inc.",0.0
NCT03498716,"A Phase III, Multicenter, Randomized, Open-Label Study Comparing Atezolizumab (Anti PD-L1 Antibody) in Combination With Adjuvant Anthracycline/Taxane-Based Chemotherapy Versus Chemotherapy Alone in Patients With Operable Triple Negative Breast Cancer",Atezolizumab; Paclitaxel; Dose-dense Doxorubicin or dose-dense Epirubicin; Cyclophosphamide,DRUG; DRUG; DRUG; DRUG,,TERMINATED,"This study will evaluate the efficacy, safety, and pharmacokinetics of adjuvant atezolizumab in combination with paclitaxel, followed by atezolizumab, dose-dense doxorubicin or epirubicin (investigator's choice), and cyclophosphamide, compared with paclitaxel followed by dose-dense doxorubicin or epirubicin (investigator's choice) and cyclophosphamide alone in patients with Stage II-III TNBC (Triple Negative Breast Cancer)",Hoffmann-La Roche,0.0
NCT06299163,A Phase 1 Study of NM32-2668 (Anti-ROR1/CD3/Anti-HSA Tri-Specific Antibody) in Adult Patients With Selected Advanced Solid Tumors,NM32-2668,BIOLOGICAL,,TERMINATED,"This is a first-in-human, open-label, multi-center, Phase 1, dose-escalation study with expansion cohorts to evaluate NM32-2668 for safety and immunogenicity, to determine the maximal tolerated dose and recommended Phase 2 dose, define the pharmacokinetics, to explore the pharmacodynamics, and to obtain preliminary evidence of the clinical activity in adult patients with selected advanced solid tumors.",Numab Therapeutics AG,0.0
NCT01495663,"A Phase 1, Multi-Center, Open-Label, Dose Escalation Study of I-131-CLR1404 in Subjects With Relapsed or Refractory Advanced Solid Malignancies",I-131-CLR1404,DRUG,,COMPLETED,"The purpose of this study is to determine the recommended dose of I-131-CLR1404, a radiolabeled therapy compound, for treating subjects with cancer that does not respond to treatment or has returned. The identified recommended dose in this study will be used as the optimal dose of I-131-CLR1404 in subsequent clinical trials conducted for later phase clinical development.

Subjects who meet study entry criteria will receive I-131-CLR1404. For each subject, the study will be conducted in two phases, dosimetric and therapy. In the dosimetric phase, subjects will receive one 5 mCi dose of the study drug and undergo whole body imaging on on the day of infusion and on post-infusion days 1, 2, 3, and 6 for assessment of biodistribution of I-131-CLR1404. If normal and expected biodistribution are demonstrated, the subject will begin the therapy phase. In the therapy phase, the first cohort of subjects will receive a dose of 12.5 mCi/m2. Dose escalation in subsequent cohorts will initially be in increments of 12.5 mCi/m2. Subjects will be followed and observed for unacceptable toxicity through 56 days after the therapy dose infusion with follow-up for up to one year.

All subjects will be prescribed thyroid protection medication to be taken 24 hours prior to injection of the dosimetric dose, and continuing for 14 days after the administration of the therapy dose.","Cellectar Biosciences, Inc.",1.0
NCT01818063,"An Adaptive, Randomized Phase II Trial to Determine Pathologic Complete Response With the Addition of Carboplatin With and Without Veliparib to Standard Chemotherapy in the Neoadjuvant Treatment of Triple-Negative Breast Cancer",Paclitaxel; Carboplatin; Doxorubicin; Cyclophosphamide; Veliparib,DRUG; DRUG; DRUG; DRUG; DRUG,,COMPLETED,"This randomized phase II trial studies how well carboplatin and combination chemotherapy with or without veliparib works in treating patients with stage IIB-IIIC breast cancer. Drugs used in chemotherapy, such as paclitaxel, carboplatin, doxorubicin hydrochloride, and cyclophosphamide, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. Veliparib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. It is not yet known whether giving carboplatin and combination chemotherapy are more effective with or without veliparib is more effective in treating breast cancer.",Sidney Kimmel Cancer Center at Thomas Jefferson University,1.0
NCT03107663,"A Phase I Study of Positron Emission Tomography (PET/CT) With ⁸⁹Zr-Df-IAB22M2C in Patients With Selected Solid Malignancies (Non Small Cell Lung Cancer (NSCLC), Small Cell Lung Cancer (SCLC), Squamous Cell Carcinoma Head and Neck (SqCCHN), Melanoma, Merkel Cell Tumor, Renal, Bladder, Hepatocellular, Triple Negative Breast, or Gastroesophageal Cancer) or Hodgkin's Lymphoma",⁸⁹Zr-Df-IAB22M2C Infusion,DRUG,,COMPLETED,To determine the safety and feasibility of 89Zr-Df-IAB22M2C as an immunoPET tracer; determine the best time window and protein dose for imaging; determine the pharmacokinetic (PK) and biodistribution of the probe; and to determine imaging parameters for optimal lymphoid and tumor visualization.,"ImaginAb, Inc.",1.0
NCT02347163,"A Multicenter, Single-arm, Phase II Study to Evaluate the Activity of Pre-operative Zoledronate in Triple Negative Breast Cancer Patients, According to p53 Level",Zoledronate,DRUG,,TERMINATED,"Recent evidences suggest that zoledronate (zol), one of the most used bisphosphonates (BPs) in the clinical setting for the prevention and treatment of bone metastasis in cancer patients, may have antitumor activity in early breast cancer in terms of improved disease free survival, overall survival and better response in BPs treated patients. BPs are mevalonate pathway inhibitors and one of the most intriguing hypothesis supporting their anticancer activity relies on the modulation of the mevalonate downstream metabolism. Biologically active mevalonate metabolites are involved in tumour cell proliferation and invasion and selected cancer subtypes may present a more pronounced mevalonate activity, able of maintaining an aggressive phenotype. The mevalonate pathway has deep impact on the function of YAP/TAZ, transcriptional regulators of tumour growth, and preclinical evidences suggest that BPs are able to interfere with YAP/TAZ expression, via mevalonate pathway. This study addresses the clinical role of BPs in triple negative breast cancer (TNBC) patients selected by the level of mevalonate pathway regulation, namely the p53 expression. This study is a multicenter single-arm, phase II study primarily aimed at assessing the anti-tumor activity of pre-operative zol measured through its effect on the Ki67 proliferative biomarker, in TNBC patients classified according to the p53 expression (high vs low p53 expression). Patients with newly diagnosed, untreated, operable TNBC, intended to definitive breast surgery and suitable for pre-operative therapy with zoledronate will receive a pre-operative, single administration of zol (4mg i.v.), 7 days before definitive breast surgery. Ki67 levels will be assessed in tumor samples collected at the time of diagnosis and after zoledronate treatment at the time of definitive surgery. The secondary objective of the study is to investigate the effect of zoledronate on critical genes/proteins related to p53 and mevalonate pathways, p53/PIN1 and YAP/TAZ, analyzed in the tumor tissue collected at the time of diagnosis and at definitive surgery. Zol safety profile will be evaluated by the NCI-CTCAE scale, version 4.0, and by the occurrence of serious adverse reactions. The total number of patients required is forty. The overall duration of the project is 32 months (30 months for accrual, followed by 2 months of follow-up after the recruitment of the last patient).",Mario Negri Institute for Pharmacological Research,0.0
NCT04083963,BRE-01: Phase 2 Trial of Neoadjuvant Weekly Carboplatin Plus Paclitaxel Followed by Doxorubicin and Cyclophosphamide in Triple Negative Breast Cancer,Carboplatin; Paclitaxel; Doxorubicin; Cyclophosphamide,DRUG; DRUG; DRUG; DRUG,,ACTIVE_NOT_RECRUITING,"Nonrandomized, open label, single arm, Simon's two stage MinMax design trial of neoadjuvant weekly carboplatin plus paclitaxel, followed by doxorubicin and cyclophosphamide in patients with operable Triple Negative Breast Cancer (TNBC)",University of Illinois at Chicago,1.0
NCT00739063,"Study of Erlotinib, Small Molecule Targeting Epidermal Growth Factor Receptor (EGFR) in Treatment of Patients w/EGFR-overexpressing 'Triple Receptor-negative' Metastatic Carcinoma of Breast That Progressed on Anthracyclines and Taxanes",Tarceva,DRUG,,TERMINATED,"The goal of this clinical research study is to learn if Tarceva® (erlotinib hydrochloride) can help control triple receptor-negative breast cancer. The safety of this drug will also be studied.

Objectives:

To assess the clinical efficacy, biologic effects and safety of the EGFR inhibitor erlotinib in the treatment of patients with 'triple receptor-negative' metastatic carcinoma of the breast.

Primary endpoints:

1) Time to progression (TTP)

Secondary endpoints:

1. clinical benefit rate as defined by complete and partial response and stable disease
2. overall survival (OS)
3. safety profile and tolerability of erlotinib
4. biologic correlative studies",M.D. Anderson Cancer Center,0.0
NCT01431196,Phase II Trial With Autologous Dendritic Cell Vaccination in Patients With Stage II-III HER2 Negative Breast Cancer,Autologous dendritic cell vaccination,BIOLOGICAL,,COMPLETED,"Molecular expression in breast cancer (BC) defines special fenotypes with different prognostic and predictive features.Since the addition of trastuzumab and lapatinib to chemotherapy, HER2 overexpressing tumors have become the best responders to systemic therapies, reaching pathologic complete response rates (pCR) around 50%. But HER2 negative tumors (luminal A and triple negative) are characterized by low chemosensitivity (luminal A) or early distant relapse after diagnosis (triple negative BC) . In this open, prospective, non-randomized and multicentric phase II study the investigators include stage II and III HER2 negative BC patients that are going to receive neoadjuvant sequential chemotherapy Epirubicin+Ciclofosfamide x 4 and then Docetaxel x 4)with an individualized vaccination with autologous dendritic cells pulsed with their own tumor. The hypothesis is that the reinforcement of the immune system with the autologous dendritic cell vaccination against HER2 negative BC could increase pathologic complete responses (pCR) and disease free survival(DFS), when added to chemo, surgery and radiation therapy and in a maintenance schedule.","Clinica Universidad de Navarra, Universidad de Navarra",1.0
NCT05383196,A Phase 1b/2 Study of Onvansertib in Combination With Paclitaxel in Triple-negative Metastatic Breast Cancer Patients,Onvansertib; Paclitaxel,DRUG; DRUG,,ACTIVE_NOT_RECRUITING,"This research is being done to evaluate the safety and effectiveness of Onvansertib in combination with Paclitaxel in triple-negative breast cancer (TNBC) that has spread to other parts of the body.

The names of the study interventions involved in this study are:

* Onvansertib
* Paclitaxel","Antonio Giordano, MD",1.0
NCT02567396,A Phase I Study of Single Agent Talazoparib (BMN 673) in Advanced Cancer Patients With Hepatic and Renal Dysfunction,Laboratory Biomarker Analysis; Pharmacological Study; Talazoparib,OTHER; OTHER; DRUG,,WITHDRAWN,This phase I trial studies the side effects and best dose of talazoparib in treating patients with solid tumors that have spread to other places in the body and usually cannot be cured or controlled with treatment (advanced) or have spread to other places in the body (metastatic) and cannot be removed by surgery and liver or kidney dysfunction. Talazoparib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth.,National Cancer Institute (NCI),0.0
NCT03594396,Window of Opportunity Trial of Olaparib and Durvalumab (MEDI4736) Before Standard Neoadjuvant Chemotherapy for Stage II/III Triple Negative or Low ER+ Breast Cancer,Olaparib; Durvalumab,DRUG; DRUG,,ACTIVE_NOT_RECRUITING,Window of Opportunity Trial of Olaparib and Durvalumab (MEDI4736) before Standard Neoadjuvant Chemotherapy for Stage II/III Triple Negative or Low ER+ Breast Cancer,Seoul National University Hospital,1.0
NCT01319539,Pre-surgical Evaluation of MK-2206 in Patients With Operable Invasive Breast Cancer,Akt Inhibitor MK2206; Therapeutic Conventional Surgery; Pharmacological Study; Laboratory Biomarker Analysis,DRUG; PROCEDURE; OTHER; OTHER,,TERMINATED,This phase II trial is studies how well Akt inhibitor MK2206 works in treating patients with stage I-III breast cancer that can be removed by surgery. Akt inhibitor MK2206 may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth.,National Cancer Institute (NCI),0.0
NCT02605486,Phase I/II Trial of Palbociclib in Combination With Bicalutamide for the Treatment of AR(+) Metastatic Breast Cancer (MBC),Palbociclib; Bicalutamide,DRUG; DRUG,,ACTIVE_NOT_RECRUITING,"The purpose of this study is to test the safety and effectiveness of the investigational drug, palbociclib with bicalutamide for the treatment of triple negative, androgen receptor positive breast cancer.",Memorial Sloan Kettering Cancer Center,1.0
NCT03316586,A Phase II Study of Nivolumab in Combination With Cabozantinib for Metastatic Triple-negative Breast Cancer,Nivolumab; Cabozantinib,DRUG; DRUG,,COMPLETED,"This research study is studying a combination of drugs as a possible treatment for metastatic triple-negative breast cancer.

The drugs involved in this study are:

* Cabozantinib (XL184)
* Nivolumab",Dana-Farber Cancer Institute,1.0
NCT04320030,Pilot Feasibility Study: Inflammation and Presence of M2 Macrophages Explorations With[18F]-DPA-714 PET/CT in Triple Negative Breast Cancers,[18F]-DPA-714 PET/CT scan,DRUG,,COMPLETED,This phase II study is assessing the correlation between M1/M2 macrophage polarization determined by tumor immunohistochemistry analysis and \[18F\]DPA-714 PET/CT binding (qualitative and texture analysis) in patients with operable triple negative breast cancer.,Institut Cancerologie de l'Ouest,1.0
NCT02362230,Sun Yat-sen University Cancer Center,Icotinib,DRUG,,TERMINATED,"Evaluating the safety and efficacy of Icotinib administered in 2-month treatments, in patients with metastatic triple-negative breast cancer that have received at least two prior treatments.",Sun Yat-sen University,0.0
NCT02531425,Evaluation of Pharmacodynamic Effects of Intratumoral Delivery of Plasmid IL-12 Electroporation in Patients With Triple Negative Breast Cancer,IT-pIL12-EP,BIOLOGICAL,,COMPLETED,"Intratumoral plasmid IL-12 electroporation (IT-pIL12-EP) will be administered to approximately 10 patients with triple negative breast cancer (TNBC) with cutaneous or subcutaneous disease. Patients will receive one complete cycle of therapy, consisting of local injection of plasmid IL-12 (pIL-12) followed immediately by electroporation (EP), into accessible tumor lesions. IT-pIL12-EP will be administered in Days 1, 5, and 8 of the single 28-day cycle.",OncoSec Medical Incorporated,1.0
NCT03941730,Therapeutic Targeting of ER Beta in Triple Negative Breast Cancer,Biopsy; Computed Tomography; Magnetic Resonance Imaging; Positron Emission Tomography; Therapeutic Estradiol,PROCEDURE; PROCEDURE; PROCEDURE; PROCEDURE; BIOLOGICAL,,ACTIVE_NOT_RECRUITING,"This phase II trial studies how well estradiol works in treating patients with estrogen receptor beta (ER beta) positive, triple negative breast cancer that has spread to nearby tissue or lymph nodes (locally advanced) or other places in the body (metastatic). Hormone receptors like ER beta allow the body to respond appropriately to hormones. Triple negative means that the breast cancer does not express other hormone receptors called ER alpha, progesterone, and HER2. In some people with triple negative breast cancer, ER beta is overexpressed. Tumor cells that overexpress ER beta grow slower in the laboratory and this growth is slowed in the presence of estrogen. Estradiol is a form of estrogen. This study may help doctors determine whether tumor cells that overexpress ER beta shrink in the presence of estradiol.",Mayo Clinic,1.0
NCT01145430,"Phase I Study of ABT-888, PARP Inhibitor, and Pegylated Liposomal Doxorubicin (PLD) in Recurrent Gynecologic Cancer and Breast Cancer",Laboratory Biomarker Analysis; Pegylated Liposomal Doxorubicin Hydrochloride; Pharmacological Study; Veliparib,OTHER; DRUG; OTHER; DRUG,,COMPLETED,"This phase I trial studies the side effects and the best dose of veliparib when given together with pegylated liposomal doxorubicin hydrochloride in treating patients with ovarian cancer, fallopian tube cancer, or primary peritoneal cancer that has come back after a period of improvement, or breast cancer that has spread to other parts of the body. Veliparib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. Drugs used in chemotherapy, such as liposomal doxorubicin hydrochloride, work in different ways to stop the growth of tumor cells, either by killing the cells, by stopping them from dividing, or by stopping them from spreading. Giving veliparib together with liposomal doxorubicin hydrochloride may kill more tumor cells.",National Cancer Institute (NCI),1.0
NCT02000882,Phase II Multicenter Single-arm Study of BKM120 Plus Capecitabine for Breast Cancer Patients With Brain Metastases,BKM120; capecitabine; Trastuzumab,DRUG; DRUG; DRUG,,COMPLETED,"This is a study to determine the safety and effectiveness of BKM120 plus capecitabine in breast cancer patients with brain metastases.

Both capecitabine and BMK120 have previously shown activity in patients with breast cancer. Like capecitabine, BMK120 is also effective in crossing the blood brain barrier making it a preferred candidate for its evaluation in patients with metastatic breast cancer (MBC).",US Oncology Research,1.0
NCT04455620,"Phase I/IIa, First-in-human, Open-label, Dose Escalation Trial With Expansion Cohorts to Evaluate Safety, Pharmacokinetics, Pharmacodynamics, and Preliminary Efficacy of BNT151 as a Monotherapy and in Combination With Other Anti-cancer Agents in Patients With Solid Tumors",BNT151,BIOLOGICAL,,TERMINATED,"This was an open-label, multicenter Phase I/IIa dose escalation, safety, pharmacokinetic and pharmacodynamic (PD) study of BNT151 with expansion cohorts in various solid tumor indications.

The study was planned to be performed in Part 1, Part 2A, and Part 2B with adaptive design elements. Part 2 was not conducted because of the clinical study being terminated early.

The monotherapy dose escalation, (Part 1) of this clinical study enrolled participants with various solid tumors that are metastatic or of advanced unresectable stage for whom there was no available standard therapy likely to confer clinical benefit, or participants who are not candidates for such available therapy. Dose escalation followed an accelerated titration design, i.e., started with single participant cohorts followed by larger participant cohorts informed by the 3+3 design.

Part 1 of the study also planed to implement a dedicated biomarker cohort in BNT151 monotherapy. The biomarker cohort was planned to recruit participants at selected sites in the United States (US) only. The objective of the cohort was to observe PD activity and drug-induced changes in the blood and tumor and only to generate data for exploratory endpoints or additional research. However, the biomarker cohort was not opened, and therefore no data were generated.

During combination dose escalation (Part 2A), participants with squamous cell carcinoma of head and neck, and hepatocellular carcinoma were planned to be enrolled and treated with a combination of BNT151 and pembrolizumab. Once Part 2A was completed, participants with renal cell carcinoma, non-small cell lung cancer, and triple negative breast cancer were planned to be enrolled (Part 2B) and treated with a combination of BNT151 with the respective standard of care (SoC).",BioNTech SE,0.0
NCT05333874,CIPHER Study: Pilot Study to Study the Role of ctDNA in Triple Negative and HER2 Positive Early Stage Breast Cancer,Neoadjuvant chemotherapy administered before surgical extraction of a tumor; Observational,DRUG; OTHER,,ACTIVE_NOT_RECRUITING,"Primary Objective:

1) To examine the impact of Circulating tumor DNA (ctDNA) (expressed as mean tumor molecules per ml) on treatment decision making in patients with early stage breast cancer after neoadjuvant therapy and surgery

Secondary Objectives:

1. Understand ctNDA kinetics in the neoadjuvant and adjuvant setting
2. To identify any associations between clinical staging and measurable ctDNA","Rutgers, The State University of New Jersey",1.0
NCT02413320,Randomized Open Label Phase II Trial of Neoadjuvant Carboplatin Plus Docetaxel or Carboplatin Plus Paclitaxel Followed by Doxorubicin Plus Cyclophosphamide in Stage I-III Triple-negative Breast Cancer,Paclitaxel; Carboplatin; Doxorubicin; Cyclophosphamide; Docetaxel,DRUG; DRUG; DRUG; DRUG; DRUG,,COMPLETED,"Evaluate if the two carboplatin containing chemotherapy regimens will reduce the growth of breast cancer cells in women with Stage I, II, or III triple negative breast cancer.",Priyanka Sharma,1.0
NCT04105582,Phase I Clinical Study of Immunotherapy With Personalized Synthetic Vaccines in Patients With Triple Negative Breast Cancer,Neo-antigen pulsed Dendritic cell,BIOLOGICAL,,COMPLETED,"In this project, the investigators propose the first clinical study in Colombia of vaccination of patients with triple-negative breast cancer (TNBC) using synthetic peptides that contain mutations of the tumor itself that will be presented to the immune system by autologous dendritic cells to assess immunogenicity and safety of this type of personalized vaccine. Achieving the specific objectives set out in this project will mean that the investigators can validate in Colombia the experimental design necessary to identify exclusive epitopes in the tumors of the participants in this study, and also that have been able to demonstrate the safety and immunogenicity of these vaccines.",Universidad Nacional de Colombia,1.0
NCT02833766,Anti-EGFR-immunoliposomes Loaded With Doxorubicin in Patients With Advanced Triple Negative EGFR Positive Breast Cancer - A Multicenter Single Arm Phase II Trial,anti-EGFR-IL-dox,DRUG,,TERMINATED,"The main objective of the trial is to determine the efficacy of doxorubicin-loaded anti-EGFR immunoliposomes as first-line therapy in patients with advanced triple Negative, EGFR positive breast cancer. In this proof of concept trial, all patients will have an administration of the doxorubicin-loaded anti-EGFR immunoliposomes (anti-EGFR-IL-dox) every 28 days, until progression or unacceptable toxicity.",Swiss Group for Clinical Cancer Research,0.0
