head,relation,tail
NCT03164993,sponsored_by,Oslo University Hospital
NCT03164993,tests,Atezolizumab
Atezolizumab,has_type,DRUG
NCT03164993,tests,Pegylated liposomal doxorubicin
Pegylated liposomal doxorubicin,has_type,DRUG
NCT03164993,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
NCT03164993,tests,Placebo
Placebo,has_type,OTHER
NCT05071911,has_title,Feasability Study of a New Technique of Axillary Evaluation in Patients With Node Positive Breast Ca
NCT05071911,has_status,RECRUITING
NCT05071911,has_phase,
NCT05071911,sponsored_by,Universitair Ziekenhuis Brussel
NCT05071911,tests,TAD (Targeted Axillary Dissection)
TAD (Targeted Axillary Dissection),has_type,PROCEDURE
NCT04268693,has_title,Bisphenol and Phthalate Exposures in Women With Triple Negative Breast Cancer Receiving Doxorubicin 
NCT04268693,has_status,WITHDRAWN
NCT04268693,has_phase,
NCT04268693,sponsored_by,George Washington University
NCT04268693,tests,urine collection
urine collection,has_type,OTHER
NCT06781983,has_title,"A Phase 1, Open-label, Multi-center Study of the Safety, Tolerability, and Efficacy of IPH4502 as a "
NCT06781983,has_status,RECRUITING
NCT06781983,has_phase,
NCT06781983,sponsored_by,Innate Pharma
NCT06781983,tests,IPH4502
IPH4502,has_type,DRUG
NCT03018405,has_title,"A Multi-national, Open-label, Dose Escalation Phase I Study to Assess the Safety and Clinical Activi"
NCT03018405,has_status,UNKNOWN
NCT03018405,has_phase,
NCT03018405,sponsored_by,Celyad Oncology SA
NCT03018405,tests,NKR-2 cells
NKR-2 cells,has_type,BIOLOGICAL
NCT05660083,has_title,Phase II Trial of Alpelisib With iNOS Inhibitor and Nab-paclitaxel in Patients With HER2 Negative Me
NCT05660083,has_status,RECRUITING
NCT05660083,has_phase,
NCT05660083,sponsored_by,The Methodist Hospital Research Institute
NCT05660083,tests,L-NMMA
L-NMMA,has_type,DRUG
NCT06963905,has_title,Phase Ib Randomized Open-label Trial of Sacituzumab Govitecan Plus Nivolumab or Sacituzumab Goviteca
NCT06963905,has_status,NOT_YET_RECRUITING
NCT06963905,has_phase,
NCT06963905,sponsored_by,Yale University
NCT06963905,tests,Relatlimab FDC + Nivolumab
Relatlimab FDC + Nivolumab,has_type,DRUG
NCT06963905,tests,Sacituzumab Govitecan (SG)
Sacituzumab Govitecan (SG),has_type,DRUG
NCT06963905,tests,Nivolumab
Nivolumab,has_type,DRUG
NCT04790305,has_title,Effect of Huaier Granule on Postoperative Adjuvant Treatment for High-risk Early-stage Triple-negati
NCT04790305,has_status,RECRUITING
NCT04790305,has_phase,
NCT04790305,sponsored_by,Fudan University
NCT04790305,tests,Huaier Granule
Huaier Granule,has_type,DRUG
NCT06451497,has_title,"Phase 1 Dose Escalation Trial of ZM008, an Anti-LLT1 Antibody, as Single Agent Followed by Combinati"
NCT06451497,has_status,RECRUITING
NCT06451497,has_phase,
NCT06451497,sponsored_by,Zumutor Biologics Inc.
NCT06451497,tests,ZM008
ZM008,has_type,BIOLOGICAL
NCT03586297,has_title,Gut and Intratumoral Microbiome Effect on the Neoadjuvant Chemotherapy-induced Immunosurveillance in
NCT03586297,has_status,ACTIVE_NOT_RECRUITING
NCT03586297,has_phase,
NCT03586297,sponsored_by,Hackensack Meridian Health
NCT03330847,has_title,"A Phase II, Open Label, Randomised, Multi-centre Study to Assess the Safety and Efficacy of Agents T"
NCT03330847,has_status,ACTIVE_NOT_RECRUITING
NCT03330847,has_phase,
NCT03330847,sponsored_by,AstraZeneca
NCT03330847,tests,Olaparib Continuous (28-Day cycle) 300 mg BD.
Olaparib Continuous (28-Day cycle) 300 mg BD.,has_type,DRUG
NCT03330847,tests,Ceralasertib 160 mg OD + olaparib continuous 300 mg BD (28-day cycle).
Ceralasertib 160 mg OD + olaparib continuous 300 mg BD (28-day cycle).,has_type,DRUG
NCT03330847,tests,Adavosertib 150 mg BD + olaparib 200 mg BD (21-day cycle).
Adavosertib 150 mg BD + olaparib 200 mg BD (21-day cycle).,has_type,DRUG
NCT02511847,has_title,"An Open Label, Phase II Trial of Afatinib With Paclitaxel for the Neoadjuvant Treatment of Triple-Ne"
NCT02511847,has_status,UNKNOWN
NCT02511847,has_phase,
NCT02511847,sponsored_by,National Taiwan University Hospital
NCT02511847,tests,Afatinib
Afatinib,has_type,DRUG
NCT04639245,has_title,ATTAMAGE-A1.: Phase I/II Study of Autologous CD8+ and CD4+ Transgenic T Cells Expressing High Affini
NCT04639245,has_status,TERMINATED
NCT04639245,has_phase,
NCT04639245,sponsored_by,Fred Hutchinson Cancer Center
NCT04639245,tests,Atezolizumab
Atezolizumab,has_type,DRUG
NCT04639245,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
NCT04639245,tests,Fludarabine
Fludarabine,has_type,DRUG
NCT04639245,tests,MAGE-A1-specific T Cell Receptor-transduced Autologous T-cells
MAGE-A1-specific T Cell Receptor-transduced Autologous T-cells,has_type,BIOLOGICAL
NCT04639245,tests,PD1 Inhibitor
PD1 Inhibitor,has_type,BIOLOGICAL
NCT04348747,has_title,A Phase IIa Study of Dendritic Cell Vaccines Against Her2/Her3 and Pembrolizumab in Patients With As
NCT04348747,has_status,RECRUITING
NCT04348747,has_phase,
NCT04348747,sponsored_by,Roswell Park Cancer Institute
NCT04348747,tests,Anti-HER2/HER3 Dendritic Cell Vaccine
Anti-HER2/HER3 Dendritic Cell Vaccine,has_type,BIOLOGICAL
NCT04348747,tests,Pembrolizumab
Pembrolizumab,has_type,BIOLOGICAL
NCT03654547,has_title,"A Phase I, First-In-Human, Multicenter, Open-Label Study of TT-00420, Administered Orally in Adult P"
NCT03654547,has_status,ACTIVE_NOT_RECRUITING
NCT03654547,has_phase,
NCT03654547,sponsored_by,"TransThera Sciences (Nanjing), Inc."
NCT03654547,tests,TT-00420
TT-00420,has_type,DRUG
NCT04145947,has_title,Evaluation of Prognostic Monitoring for Triple Negative Breast Cancer Patients Via Analysis of Immun
NCT04145947,has_status,UNKNOWN
NCT04145947,has_phase,
NCT04145947,sponsored_by,Peking Union Medical College Hospital
NCT06586047,has_title,Evaluation of PSMA Expression in Triple Negative Breast Cancer Patients Using 18 F-DCFPyL-PET/CT
NCT06586047,has_status,RECRUITING
NCT06586047,has_phase,
NCT06586047,sponsored_by,Ahmad Shariftabrizi
NCT06586047,tests,PET imaging
PET imaging,has_type,DIAGNOSTIC_TEST
NCT05001347,has_title,A Phase 2 Clinical Study of TJ004309 in Combination With Atezolizumab (TECENTRIQ®) in Patients With 
NCT05001347,has_status,COMPLETED
NCT05001347,has_phase,
NCT05001347,sponsored_by,I-Mab Biopharma US Limited
NCT05001347,tests,TJ004309
TJ004309,has_type,DRUG
NCT02983045,has_title,"A Phase 1/2, Open-label, Multicenter Study of the Combination of NKTR-214 and Nivolumab or the Combi"
NCT02983045,has_status,COMPLETED
NCT02983045,has_phase,
NCT02983045,sponsored_by,Nektar Therapeutics
NCT02983045,tests,Dose Escalation Doublet: Combination of NKTR-214 + nivolumab
Dose Escalation Doublet: Combination of NKTR-214 + nivolumab,has_type,DRUG
NCT02983045,tests,Dose Expansion Doublet: Combination of NKTR-214 + nivolumab
Dose Expansion Doublet: Combination of NKTR-214 + nivolumab,has_type,DRUG
NCT02983045,tests,Schedule Finding Triplet: Combination of NKTR-214+ nivolumab+ ipilimumab
Schedule Finding Triplet: Combination of NKTR-214+ nivolumab+ ipilimumab,has_type,DRUG
NCT02983045,tests,Dose Expansion Triplet: Combination of NKTR-214+ nivolumab+ ipilimumab
Dose Expansion Triplet: Combination of NKTR-214+ nivolumab+ ipilimumab,has_type,DRUG
NCT05078047,has_title,"Randomized Phase III Trial of Standard Immunotherapy (IO) by Checkpoint Inhibitors, Versus Reduced D"
NCT05078047,has_status,RECRUITING
NCT05078047,has_phase,
NCT05078047,sponsored_by,UNICANCER
NCT05078047,tests,Reduced dose intensity of IO
Reduced dose intensity of IO,has_type,DRUG
NCT05192798,has_title,"A Prospective, Randomized, Open Label Clinical Study Evaluating Efficacy and Safety of Albumin-Bound"
NCT05192798,has_status,RECRUITING
NCT05192798,has_phase,
NCT05192798,sponsored_by,The First Affiliated Hospital of Bengbu Medical University
NCT05192798,tests,Albumin-Bound Paclitaxel
Albumin-Bound Paclitaxel,has_type,DRUG
NCT05192798,tests,Apatinib Mesylate
Apatinib Mesylate,has_type,DRUG
NCT05192798,tests,Bevacizumab
Bevacizumab,has_type,DRUG
NCT00448305,has_title,"An Open-label, Randomized, Controlled Phase-II Trial Evaluating the Efficacy and Safety of EndoTAG-1"
NCT00448305,has_status,COMPLETED
NCT00448305,has_phase,
NCT00448305,sponsored_by,MediGene
NCT00448305,tests,EndoTAG-1 + paclitaxel
EndoTAG-1 + paclitaxel,has_type,DRUG
NCT00448305,tests,EndoTAG-1
EndoTAG-1,has_type,DRUG
NCT00448305,tests,Paclitaxel
Paclitaxel,has_type,DRUG
NCT06492005,has_title,A Phase II Clinical Study of Efficacy and Safety of 9MW2821Monotherapy or Combined With PD-1 Inhibit
NCT06492005,has_status,RECRUITING
NCT06492005,has_phase,
NCT06492005,sponsored_by,"Mabwell (Shanghai) Bioscience Co., Ltd."
NCT06492005,tests,9MW2821
9MW2821,has_type,DRUG
NCT06492005,tests,PD-1 inhibitior
PD-1 inhibitior,has_type,DRUG
NCT06632405,has_title,Camrelizumab Plus Nab-paclitaxel and Anti-histamine Drug Levocetirizine in Metastatic or Recurrent T
NCT06632405,has_status,NOT_YET_RECRUITING
NCT06632405,has_phase,
NCT06632405,sponsored_by,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University
NCT06632405,tests,Camrelizumab
Camrelizumab,has_type,DRUG
NCT06632405,tests,Nab paclitaxel
Nab paclitaxel,has_type,DRUG
NCT06632405,tests,Levocetirizine Hydrochloride
Levocetirizine Hydrochloride,has_type,DRUG
NCT03872505,has_title,A Randomized Phase II Study Evaluating Pathologic Response Rates Following Pre-operAtive Non-Anthrac
NCT03872505,has_status,WITHDRAWN
NCT03872505,has_phase,
NCT03872505,sponsored_by,Cedars-Sinai Medical Center
NCT03872505,tests,Durvalumab
Durvalumab,has_type,DRUG
NCT03872505,tests,Radiation Therapy
Radiation Therapy,has_type,RADIATION
NCT03872505,tests,Carboplatin
Carboplatin,has_type,DRUG
NCT03872505,tests,Paclitaxel
Paclitaxel,has_type,DRUG
NCT03623945,has_title,Autoantibodies in Breast Cancer Detection
NCT03623945,has_status,TERMINATED
NCT03623945,has_phase,
NCT03623945,sponsored_by,Sanford Health
NCT03623945,tests,Collection of blood
Collection of blood,has_type,OTHER
NCT03330405,has_title,A PHASE 1B/2 STUDY TO EVALUATE SAFETY AND ANTI TUMOR ACTIVITY OF AVELUMAB IN COMBINATION WITH THE PO
NCT03330405,has_status,TERMINATED
NCT03330405,has_phase,
NCT03330405,sponsored_by,Pfizer
NCT03330405,tests,Avelumab Phase 1b
Avelumab Phase 1b,has_type,DRUG
NCT03330405,tests,Talazoparib Phase 1b
Talazoparib Phase 1b,has_type,DRUG
NCT03330405,tests,Avelumab Phase 2
Avelumab Phase 2,has_type,DRUG
NCT03330405,tests,Talazoparib Phase 2
Talazoparib Phase 2,has_type,DRUG
NCT05498597,has_title,"First-in-Human, Phase 1 Study of AMT-151, an Anti-Folate Receptor Alpha Antibody-Drug Conjugate, in "
NCT05498597,has_status,RECRUITING
NCT05498597,has_phase,
NCT05498597,sponsored_by,Multitude Therapeutics Inc.
NCT05498597,tests,AMT-151
AMT-151,has_type,DRUG
NCT04676997,has_title,A Phase Ⅱ Study to Evaluate Efficacy and Safety of Camrelizumab Plus Chemotherapy as Neoadjuvant The
NCT04676997,has_status,UNKNOWN
NCT04676997,has_phase,
NCT04676997,sponsored_by,Shandong Cancer Hospital and Institute
NCT04676997,tests,Camrelizumab
Camrelizumab,has_type,BIOLOGICAL
NCT04676997,tests,Nab paclitaxel
Nab paclitaxel,has_type,DRUG
NCT04676997,tests,Epirubicin
Epirubicin,has_type,DRUG
NCT04676997,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
NCT05746897,has_title,"A Phase 1 Study to Investigate the Safety, Tolerability, Pharmacokinetics/Pharmacodynamics, and Anti"
NCT05746897,has_status,RECRUITING
NCT05746897,has_phase,
NCT05746897,sponsored_by,"Hefei TG ImmunoPharma Co., Ltd."
NCT05746897,tests,NM1F Injection
NM1F Injection,has_type,DRUG
NCT05746897,tests,Pembrolizumab injection
Pembrolizumab injection,has_type,DRUG
NCT06176261,has_title,DATO-BASE: A Phase 2 Trial of DATOpotamab-deruxtecan for Breast Cancer Brain metAstaSEs
NCT06176261,has_status,RECRUITING
NCT06176261,has_phase,
NCT06176261,sponsored_by,"Sarah Sammons, MD"
NCT06176261,tests,Datopotamab Deruxtecan
Datopotamab Deruxtecan,has_type,DRUG
NCT03004183,has_title,Phase II Window of Opportunity Trial of Stereotactic Body Radiation Therapy and In Situ Oncolytic Vi
NCT03004183,has_status,COMPLETED
NCT03004183,has_phase,
NCT03004183,sponsored_by,The Methodist Hospital Research Institute
NCT03004183,tests,ADV/HSV-tk
ADV/HSV-tk,has_type,BIOLOGICAL
NCT03004183,tests,Valacyclovir
Valacyclovir,has_type,DRUG
NCT03004183,tests,SBRT
SBRT,has_type,RADIATION
NCT03004183,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
NCT06610097,has_title,"Impacts of Diet, Activity, and Mood on a Dynamic Gut Microbiota During Treatment for Triple-negative"
NCT06610097,has_status,RECRUITING
NCT06610097,has_phase,
NCT06610097,sponsored_by,Scripps Health
NCT06610097,tests,Nutritional Counseling
Nutritional Counseling,has_type,OTHER
NCT06710197,has_title,IL-1 Inhibition for Patients With Early Stage Triple Negative and ER-low Breast Cancer: a Window-of-
NCT06710197,has_status,RECRUITING
NCT06710197,has_phase,
NCT06710197,sponsored_by,"University Health Network, Toronto"
NCT06710197,tests,Anakinra (Kineret®)
Anakinra (Kineret®),has_type,DRUG
NCT03601897,has_title,"An Open-Label, Multicenter, Phase 1b/2 Study of Rebastinib (DCC-2036) in Combination With Paclitaxel"
NCT03601897,has_status,TERMINATED
NCT03601897,has_phase,
NCT03601897,sponsored_by,"Deciphera Pharmaceuticals, LLC"
NCT03601897,tests,Rebastinib
Rebastinib,has_type,DRUG
NCT03601897,tests,Paclitaxel
Paclitaxel,has_type,DRUG
NCT04574583,has_title,"Phase I/II Trial Investigating the Safety, Tolerability, Pharmacokinetics, Immune and Clinical Activ"
NCT04574583,has_status,COMPLETED
NCT04574583,has_phase,
NCT04574583,sponsored_by,National Cancer Institute (NCI)
NCT04574583,tests,SX-682
SX-682,has_type,DRUG
NCT04574583,tests,M7824
M7824,has_type,DRUG
NCT04574583,tests,MVA-BN-CV301
MVA-BN-CV301,has_type,BIOLOGICAL
NCT04574583,tests,recombinant fowlpox viral (FPV)-CV301
recombinant fowlpox viral (FPV)-CV301,has_type,BIOLOGICAL
NCT01009983,has_title,A Phase II Clinical Trial of Weekly Paclitaxel and Carboplatin in Combination With Panitumumab in Me
NCT01009983,has_status,TERMINATED
NCT01009983,has_phase,
NCT01009983,sponsored_by,Wake Forest University Health Sciences
NCT01009983,tests,panitumumab
panitumumab,has_type,BIOLOGICAL
NCT01009983,tests,paclitaxel
paclitaxel,has_type,DRUG
NCT01009983,tests,carboplatin
carboplatin,has_type,DRUG
NCT01009983,tests,laboratory biomarker analysis
laboratory biomarker analysis,has_type,PROCEDURE
NCT01009983,tests,immunohistochemistry staining method
immunohistochemistry staining method,has_type,PROCEDURE
NCT04835597,has_title,Precision Performance Status Assessment in Breast Cancer Patients Receiving Neoadjuvant Chemotherapy
NCT04835597,has_status,TERMINATED
NCT04835597,has_phase,
NCT04835597,sponsored_by,M.D. Anderson Cancer Center
NCT04835597,tests,Behavioral Assessment
Behavioral Assessment,has_type,BEHAVIORAL
NCT04835597,tests,Electronic Health Record Review
Electronic Health Record Review,has_type,OTHER
NCT06318897,has_title,"Open-label, Single Center, Single-arm, Phase 2 Study of Neoadjuvant Pembrolizumab in Combination Wit"
NCT06318897,has_status,RECRUITING
NCT06318897,has_phase,
NCT06318897,sponsored_by,M.D. Anderson Cancer Center
NCT06318897,tests,Carboplatin
Carboplatin,has_type,DRUG
NCT06318897,tests,Paclitaxel
Paclitaxel,has_type,DRUG
NCT06318897,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
NCT06318897,tests,Doxorubicin
Doxorubicin,has_type,DRUG
NCT06318897,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
NCT05058183,has_title,Safe De-escalation of Chemotherapy for Stage 1 Breast Cancer
NCT05058183,has_status,RECRUITING
NCT05058183,has_phase,
NCT05058183,sponsored_by,Royal Marsden NHS Foundation Trust
NCT05058183,tests,ctDNA
ctDNA,has_type,DIAGNOSTIC_TEST
NCT04158583,has_title,"An Open-Label, Multicenter Phase 1 Study to Evaluate Safety, Tolerability, Pharmacokinetics, and Pha"
NCT04158583,has_status,TERMINATED
NCT04158583,has_phase,
NCT04158583,sponsored_by,Hoffmann-La Roche
NCT04158583,tests,RO7296682
RO7296682,has_type,DRUG
NCT00679783,has_title,"Phase II, Open Label, Non-Randomized Study of AZD2281 in the Treatment of Patients With Known BRCA o"
NCT00679783,has_status,COMPLETED
NCT00679783,has_phase,
NCT00679783,sponsored_by,AstraZeneca
NCT00679783,tests,AZD2281
AZD2281,has_type,DRUG
NCT03101683,has_title,Partial Chest Wall Radiation Therapy After Total/Skin Sparing Mastectomy and Immediate Implant-based
NCT03101683,has_status,UNKNOWN
NCT03101683,has_phase,
NCT03101683,sponsored_by,Fondazione del Piemonte per l'Oncologia
NCT03101683,tests,Partial chest wall radiation therapy
Partial chest wall radiation therapy,has_type,RADIATION
NCT06782698,has_title,Home-Based Physical Exercise During Neoadjuvant Treatment for Improving Fatigue and Quality of Life 
NCT06782698,has_status,ACTIVE_NOT_RECRUITING
NCT06782698,has_phase,
NCT06782698,sponsored_by,Centro Hospitalar Universitário de Santo António
NCT06782698,tests,Home-based exercise program
Home-based exercise program,has_type,BEHAVIORAL
NCT06782698,tests,Promotion of Healthy Physical Activity
Promotion of Healthy Physical Activity,has_type,BEHAVIORAL
NCT02422498,has_title,A Phase II Trial of Homologous Recombination Repair Status as a Biomarker of Response in Locally Rec
NCT02422498,has_status,COMPLETED
NCT02422498,has_phase,
NCT02422498,sponsored_by,Memorial Sloan Kettering Cancer Center
NCT02422498,tests,external beam radiation therapy
external beam radiation therapy,has_type,RADIATION
NCT02422498,tests,cisplatin
cisplatin,has_type,DRUG
NCT02422498,tests,Biopsy of Target Tumor
Biopsy of Target Tumor,has_type,PROCEDURE
NCT04248998,has_title,Targeting Triple Negative BREAst Cancer Metabolism With a Combination of Chemotherapy and a Diet Mim
NCT04248998,has_status,UNKNOWN
NCT04248998,has_phase,
NCT04248998,sponsored_by,"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano"
NCT04248998,tests,Fasting-mimicking diet
Fasting-mimicking diet,has_type,DIETARY_SUPPLEMENT
NCT04248998,tests,Metformin
Metformin,has_type,DRUG
NCT04248998,tests,Preoperative chemotherapy
Preoperative chemotherapy,has_type,DRUG
NCT06401005,has_title,"A Single-arm, Open, Phase II Clinical Study of SBRT, Chemotherapy, and Cadonilimab (AK104) Neoadjuva"
NCT06401005,has_status,RECRUITING
NCT06401005,has_phase,
NCT06401005,sponsored_by,Hubei Cancer Hospital
NCT06401005,tests,Cadonilimab (AK104)
Cadonilimab (AK104),has_type,DRUG
NCT02183805,has_title,Phase II Study of Chemotherapy Followed by Peripheral Stem Cell Transplantation as First Line Therap
NCT02183805,has_status,TERMINATED
NCT02183805,has_phase,
NCT02183805,sponsored_by,Sun Yat-sen University
NCT02183805,tests,"Abraxane,Cyclophosphamide,Carboplatin"
"Abraxane,Cyclophosphamide,Carboplatin",has_type,DRUG
NCT01195298,has_title,Phase II Clinical Study of Bevacizumab in Combination With Capecitabine as First-line Treatment in E
NCT01195298,has_status,UNKNOWN
NCT01195298,has_phase,
NCT01195298,sponsored_by,South Eastern European Research Oncology Group
NCT01195298,tests,Capecitabine and Bevacizumab
Capecitabine and Bevacizumab,has_type,DRUG
NCT02129205,has_title,A PHASE 1 DOSE ESCALATION STUDY EVALUATING THE SAFETY AND TOLERABILITY OF PF-06650808 IN PATIENTS WI
NCT02129205,has_status,TERMINATED
NCT02129205,has_phase,
NCT02129205,sponsored_by,Pfizer
NCT02129205,tests,PF-06650808
PF-06650808,has_type,DRUG
NCT02129205,tests,PF-06650808
PF-06650808,has_type,DRUG
NCT03424005,has_title,"A Phase Ib/II, Open-Label, Multicenter, Randomized Umbrella Study Evaluating The Efficacy And Safety"
NCT03424005,has_status,RECRUITING
NCT03424005,has_phase,
NCT03424005,sponsored_by,Hoffmann-La Roche
NCT03424005,tests,Capecitabine
Capecitabine,has_type,DRUG
NCT03424005,tests,Atezolizumab
Atezolizumab,has_type,DRUG
NCT03424005,tests,Ipatasertib
Ipatasertib,has_type,DRUG
NCT03424005,tests,SGN-LIV1A
SGN-LIV1A,has_type,DRUG
NCT03424005,tests,Bevacizumab
Bevacizumab,has_type,DRUG
NCT03424005,tests,Chemotherapy (Gemcitabine + Carboplatin or Eribulin)
Chemotherapy (Gemcitabine + Carboplatin or Eribulin),has_type,DRUG
NCT03424005,tests,Selicrelumab
Selicrelumab,has_type,DRUG
NCT03424005,tests,Tocilizumab
Tocilizumab,has_type,DRUG
NCT03424005,tests,Nab-Paclitaxel
Nab-Paclitaxel,has_type,DRUG
NCT03424005,tests,Sacituzumab Govitecan
Sacituzumab Govitecan,has_type,DRUG
NCT03424005,tests,Abemaciclib
Abemaciclib,has_type,DRUG
NCT03424005,tests,Fulvestrant
Fulvestrant,has_type,DRUG
NCT03424005,tests,Ribociclib (dose #1)
Ribociclib (dose #1),has_type,DRUG
NCT03424005,tests,Inavolisib (dose #2)
Inavolisib (dose #2),has_type,DRUG
NCT03424005,tests,Trastuzumab Deruxtecan
Trastuzumab Deruxtecan,has_type,DRUG
NCT03424005,tests,Ribociclib (dose #2)
Ribociclib (dose #2),has_type,DRUG
NCT03424005,tests,Letrozole
Letrozole,has_type,DRUG
NCT03424005,tests,Inavolisib (dose #1)
Inavolisib (dose #1),has_type,DRUG
NCT03424005,tests,Inavolisib
Inavolisib,has_type,DRUG
NCT04213898,has_title,SHR-1210 Combined With Albumin-bound Paclitaxel and Epirubicin Neoadjuvant for Triple Negative Breas
NCT04213898,has_status,UNKNOWN
NCT04213898,has_phase,
NCT04213898,sponsored_by,Henan Cancer Hospital
NCT04213898,tests,SHR-1210+Albumin-bound paclitaxel + epirubicin
SHR-1210+Albumin-bound paclitaxel + epirubicin,has_type,DRUG
NCT04405505,has_title,"A Randomized, Positive Parallel Controlled, Multicenter Phase III Study of TQB2450 Injection Combine"
NCT04405505,has_status,UNKNOWN
NCT04405505,has_phase,
NCT04405505,sponsored_by,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd."
NCT04405505,tests,TQB2450
TQB2450,has_type,DRUG
NCT04405505,tests,Anlotinib
Anlotinib,has_type,DRUG
NCT04405505,tests,Paclitaxel for Injection (albumin bound)
Paclitaxel for Injection (albumin bound),has_type,DRUG
NCT06616987,has_title,"A Multicenter, Open-label, Single-arm, Phase II Clinical Trial to Evaluate the Preventive Effect of "
NCT06616987,has_status,NOT_YET_RECRUITING
NCT06616987,has_phase,
NCT06616987,sponsored_by,Yeon Hee Park
NCT06616987,tests,Sacituzumab Govitecan with pegfilgrastim
Sacituzumab Govitecan with pegfilgrastim,has_type,DRUG
NCT03165487,has_title,Differential Comparison of the Breast Tumor Microenvironment Between Luminal A and Triple Negative B
NCT03165487,has_status,RECRUITING
NCT03165487,has_phase,
NCT03165487,sponsored_by,Columbia University
NCT03165487,tests,Breast tissue collection
Breast tissue collection,has_type,OTHER
NCT03165487,tests,Blood sample collection
Blood sample collection,has_type,OTHER
NCT02670577,has_title,Measuring the Impact of MammaPrint on Adjuvant and Neoadjuvant Treatment in Breast Cancer Patients: 
NCT02670577,has_status,COMPLETED
NCT02670577,has_phase,
NCT02670577,sponsored_by,Agendia
NCT05714553,has_title,"A Phase Ib/II Open Label, Multi-arm, Parallel Cohort Dose Finding and Expansion Study to Assess the "
NCT05714553,has_status,RECRUITING
NCT05714553,has_phase,
NCT05714553,sponsored_by,NuCana plc
NCT05714553,tests,Fosifloxuridine Nafalbenamide
Fosifloxuridine Nafalbenamide,has_type,DRUG
NCT05714553,tests,Leucovorin
Leucovorin,has_type,DRUG
NCT05714553,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
NCT05714553,tests,Docetaxel
Docetaxel,has_type,DRUG
NCT01155453,has_title,"A Phase Ib, Open-label, Multi-center, Dose-escalation Study of Oral BKM120 in Combination With Oral "
NCT01155453,has_status,COMPLETED
NCT01155453,has_phase,
NCT01155453,sponsored_by,Novartis Pharmaceuticals
NCT01155453,tests,BKM120
BKM120,has_type,DRUG
NCT01155453,tests,GSK1120212
GSK1120212,has_type,DRUG
NCT02580747,has_title,Clinical Study of Chimeric Mesothelin Antigen Receptor-modified T Cells in Relapsed and/or Chemother
NCT02580747,has_status,UNKNOWN
NCT02580747,has_phase,
NCT02580747,sponsored_by,Chinese PLA General Hospital
NCT02580747,tests,anti-meso-CAR vector transduced T cells
anti-meso-CAR vector transduced T cells,has_type,BIOLOGICAL
NCT03106077,has_title,Women's Triple-Negative First-Line Study: A Phase II Trial of Mirvetuximab Soravtansine in Patients 
NCT03106077,has_status,COMPLETED
NCT03106077,has_phase,
NCT03106077,sponsored_by,M.D. Anderson Cancer Center
NCT03106077,tests,Mirvetuximab Soravtansine
Mirvetuximab Soravtansine,has_type,BIOLOGICAL
NCT06833853,has_title,CTC-EXPRESS: A Prospective Observational Study for CTC Expression and cfDNA/RNA Assessment in Metast
NCT06833853,has_status,NOT_YET_RECRUITING
NCT06833853,has_phase,
NCT06833853,sponsored_by,"Menarini Silicon Biosystems, INC"
NCT03151447,has_title,A Phase I Trial of Stereotactic Body Radiation Therapy Combined With Anti-PD-1 Antibody in Patients 
NCT03151447,has_status,UNKNOWN
NCT03151447,has_phase,
NCT03151447,sponsored_by,Fudan University
NCT03151447,tests,stereotactic body radiation therapy
stereotactic body radiation therapy,has_type,RADIATION
NCT01770353,has_title,"A Phase I Study in Patients Treated With MM-398 (Nanoliposomal Irinotecan, Nal-IRI) to Determine Tum"
NCT01770353,has_status,COMPLETED
NCT01770353,has_phase,
NCT01770353,sponsored_by,Ipsen
NCT01770353,tests,Ferumoxytol
Ferumoxytol,has_type,DRUG
NCT01770353,tests,MM-398
MM-398,has_type,DRUG
NCT04133077,has_title,A Prospective Study of Xenografts Development from Samples Taken from Surgical Specimens of Patients
NCT04133077,has_status,RECRUITING
NCT04133077,has_phase,
NCT04133077,sponsored_by,Centre Jean Perrin
NCT04133077,tests,blood samples collection
blood samples collection,has_type,BIOLOGICAL
NCT03876951,has_title,Prospective Multicenter Pilot Study to Evaluate the Accuracy of Percutaneous Biopsy by Vacuum-assist
NCT03876951,has_status,ACTIVE_NOT_RECRUITING
NCT03876951,has_phase,
NCT03876951,sponsored_by,Centre Georges Francois Leclerc
NCT03876951,tests,Vacuum-assisted biopsy
Vacuum-assisted biopsy,has_type,DIAGNOSTIC_TEST
NCT04638751,has_title,"ARGONAUT: Development and Analysis of a Blood and Stool Sample Bank for Cancer Patients, Enabling th"
NCT04638751,has_status,RECRUITING
NCT04638751,has_phase,
NCT04638751,sponsored_by,Persephone Biosciences
NCT04638751,tests,Immunotherapy
Immunotherapy,has_type,DRUG
NCT04638751,tests,Chemotherapy
Chemotherapy,has_type,DRUG
NCT04638751,tests,CRC surgical resection
CRC surgical resection,has_type,PROCEDURE
NCT04638751,tests,Colonoscopy
Colonoscopy,has_type,PROCEDURE
